scouts,rescue,seed,step,rescued_victims,detected_victims,explored_fraction,collisions
1,3,4,1000,7,9,0.7844155844155845,0
1,3,4,1500,8,10,0.7948051948051948,0
1,3,4,2000,12,12,0.8644155844155844,0
1,3,4,2500,13,14,0.8846753246753247,0
1,3,4,3000,14,14,0.8898701298701299,0
2,3,0,500,8,8,0.507012987012987,0
2,3,0,1000,9,10,0.7948051948051948,0
2,3,0,1500,10,10,0.8051948051948052,0
2,3,0,2000,11,11,0.8114285714285714,0
2,3,0,2500,11,13,0.8768831168831169,0
2,3,0,3000,13,13,0.8893506493506493,0
2,3,0,3500,14,14,0.9023376623376623,0
2,3,0,4000,14,15,0.9033766233766234,0
2,3,1,500,7,9,0.6857142857142857,0
2,3,1,1000,10,12,0.7371428571428571,0
2,3,1,1500,12,12,0.8,0
2,3,1,2000,12,12,0.8493506493506493,0
2,3,1,2500,14,14,0.8888311688311689,0
2,3,2,500,7,10,0.5963636363636363,0
2,3,2,1000,10,11,0.638961038961039,0
2,3,2,1500,11,12,0.7802597402597402,0
2,3,2,2000,12,13,0.8571428571428571,0
2,3,2,2500,14,14,0.8950649350649351,0
2,3,3,500,5,8,0.5355844155844156,0
2,3,3,1000,8,11,0.7584415584415585,0
2,3,3,1500,12,13,0.828051948051948,0
2,3,3,2000,13,13,0.8690909090909091,0
2,3,3,2500,14,14,0.8820779220779221,0
2,3,4,500,4,9,0.6748051948051949,0
2,3,4,1000,8,12,0.7828571428571428,0
2,3,4,1500,12,14,0.8472727272727273,0
2,3,4,2000,13,15,0.854025974025974,0
2,3,4,2500,14,15,0.8561038961038961,0
3,3,0,500,8,11,0.6690909090909091,0
3,3,0,1000,12,12,0.785974025974026,0
3,3,0,1500,12,13,0.8628571428571429,0
3,3,0,2000,14,15,0.8857142857142857,0
3,3,1,500,9,12,0.7231168831168832,0
3,3,1,1000,11,14,0.7558441558441559,0
3,3,1,1500,14,15,0.867012987012987,0
3,3,1,2000,14,15,0.8716883116883117,0
3,3,2,500,5,10,0.6166233766233766,0
3,3,2,1000,10,11,0.7018181818181818,0
3,3,2,1500,11,12,0.7745454545454545,0
3,3,2,2000,12,13,0.892987012987013,0
3,3,2,2500,14,15,0.9106493506493506,0
3,3,3,500,8,11,0.5963636363636363,0
3,3,3,1000,12,14,0.812987012987013,0
3,3,3,1500,14,15,0.8701298701298701,0
3,3,4,500,6,13,0.8155844155844156,0
3,3,4,1000,12,15,0.8457142857142858,0
3,3,4,1500,13,15,0.8753246753246753,0
3,3,4,2000,14,15,0.8919480519480519,0
4,3,0,500,7,12,0.652987012987013,0
4,3,0,1000,12,12,0.7672727272727272,0
4,3,0,1500,12,13,0.8654545454545455,0
4,3,0,2000,14,15,0.8966233766233767,0
4,3,1,500,5,12,0.7283116883116884,0
4,3,1,1000,7,14,0.7755844155844156,0
4,3,1,1500,10,15,0.8779220779220779,0
4,3,1,2000,13,15,0.8820779220779221,0
4,3,1,2500,14,15,0.8877922077922078,0
4,3,2,500,6,9,0.5922077922077922,0
4,3,2,1000,10,10,0.7433766233766234,47
4,3,2,1500,10,11,0.837922077922078,47
4,3,2,2000,11,11,0.8519480519480519,47
4,3,2,2500,12,12,0.8877922077922078,47
4,3,2,3000,13,13,0.8940259740259741,47
4,3,2,3500,13,14,0.8971428571428571,47
4,3,2,4000,14,15,0.9007792207792208,47
4,3,3,500,8,10,0.6031168831168832,0
4,3,3,1000,12,13,0.7781818181818182,0
4,3,3,1500,13,14,0.8841558441558441,0
4,3,3,2000,14,15,0.8961038961038961,0
4,3,4,500,5,12,0.8446753246753247,0
4,3,4,1000,11,15,0.892987012987013,0
4,3,4,1500,13,15,0.8981818181818182,0
4,3,4,2000,14,15,0.9012987012987013,0
0,4,0,500,8,8,0.47324675324675325,0
0,4,0,1000,9,9,0.7314285714285714,0
0,4,0,1500,10,10,0.7911688311688312,0
0,4,0,2000,11,12,0.8228571428571428,0
0,4,0,2500,12,12,0.841038961038961,0
0,4,0,3000,13,13,0.8789610389610389,0
0,4,0,3500,14,14,0.8981818181818182,0
0,4,1,500,8,8,0.6576623376623376,0
0,4,1,1000,9,9,0.7376623376623377,0
0,4,1,1500,10,10,0.7714285714285715,0
0,4,1,2000,10,10,0.7906493506493506,0
0,4,1,2500,12,12,0.8732467532467533,0
0,4,1,3000,13,13,0.8768831168831169,0
0,4,2,500,5,6,0.6924675324675325,0
0,4,2,1000,8,8,0.7838961038961039,0
0,4,2,1500,8,9,0.815064935064935,0
0,4,2,2000,11,11,0.852987012987013,0
0,4,2,2500,12,12,0.8877922077922078,0
0,4,2,3000,14,14,0.8919480519480519,0
0,4,3,500,6,6,0.507012987012987,0
0,4,3,1000,8,8,0.5470129870129871,0
0,4,3,1500,10,10,0.6150649350649351,0
0,4,3,2000,11,11,0.7776623376623376,0
0,4,3,2500,11,11,0.7963636363636364,0
0,4,3,3000,13,13,0.812987012987013,0
0,4,4,500,4,6,0.6405194805194805,0
0,4,4,1000,8,8,0.8524675324675325,6
0,4,4,1500,10,10,0.8758441558441559,6
0,4,4,2000,11,12,0.8877922077922078,6
0,4,4,2500,12,12,0.8883116883116883,6
0,4,4,3000,13,14,0.8992207792207793,6
0,4,4,3500,14,14,0.905974025974026,6
1,4,0,500,8,8,0.4961038961038961,0
1,4,0,1000,9,10,0.7854545454545454,0
1,4,0,1500,10,10,0.7994805194805195,0
1,4,0,2000,12,12,0.8197402597402598,0
1,4,0,2500,12,14,0.8493506493506493,0
1,4,0,3000,14,14,0.8696103896103896,0
1,4,1,500,8,9,0.7054545454545454,0
1,4,1,1000,11,12,0.7511688311688312,0
1,4,1,1500,12,12,0.7636363636363637,0
1,4,1,2000,14,14,0.7963636363636364,0
1,4,1,2500,14,15,0.8612987012987013,0
1,4,2,500,8,8,0.6145454545454545,0
1,4,2,1000,9,11,0.6987012987012987,0
1,4,2,1500,12,12,0.7028571428571428,0
1,4,2,2000,13,13,0.8597402597402597,0
1,4,2,2500,14,14,0.8919480519480519,0
1,4,3,500,5,7,0.5251948051948052,0
1,4,3,1000,10,11,0.6410389610389611,0
1,4,3,1500,11,12,0.7709090909090909,0
1,4,3,2000,13,13,0.8561038961038961,0
1,4,3,2500,14,14,0.8680519480519481,0
1,4,3,3000,14,15,0.8716883116883117,0
1,4,4,500,4,7,0.7085714285714285,0
1,4,4,1000,8,9,0.798961038961039,0
1,4,4,1500,9,9,0.8072727272727273,0
1,4,4,2000,12,12,0.8457142857142858,0
2,4,0,500,9,10,0.6358441558441559,0
2,4,0,1000,11,11,0.7407792207792208,0
2,4,0,1500,12,12,0.841038961038961,0
2,4,0,2000,13,13,0.8680519480519481,0
2,4,0,2500,14,14,0.8867532467532467,0
2,4,1,500,7,9,0.6857142857142857,0
2,4,1,1000,10,12,0.7361038961038961,0
2,4,1,1500,12,12,0.8155844155844156,0
2,4,1,2000,13,13,0.8566233766233766,0
2,4,1,2500,14,14,0.8846753246753247,0
2,4,2,500,8,10,0.6254545454545455,0
2,4,2,1000,11,11,0.6851948051948052,0
2,4,2,1500,12,13,0.8467532467532467,0
2,4,2,2000,13,13,0.8888311688311689,0
2,4,3,500,8,10,0.5875324675324676,0
2,4,3,1000,12,12,0.7896103896103897,0
2,4,3,1500,13,14,0.8654545454545455,0
2,4,4,500,5,8,0.6872727272727273,0
2,4,4,1000,8,12,0.7901298701298701,0
2,4,4,1500,13,14,0.8862337662337663,0
3,4,0,500,8,11,0.6701298701298701,0
3,4,0,1000,11,12,0.7516883116883117,0
3,4,0,1500,12,13,0.8836363636363637,0
3,4,0,2000,13,15,0.8924675324675325,0
3,4,1,500,8,11,0.7231168831168832,0
3,4,1,1000,11,14,0.7553246753246753,0
3,4,1,1500,13,15,0.8535064935064935,0
3,4,1,2000,14,15,0.8607792207792208,0
3,4,2,500,6,9,0.6218181818181818,0
3,4,2,1000,10,12,0.8348051948051948,0
3,4,2,1500,11,12,0.8493506493506493,0
3,4,2,2000,12,14,0.8846753246753247,0
3,4,2,2500,12,15,0.8976623376623377,0
3,4,2,3000,13,15,0.9018181818181819,0
3,4,3,500,8,11,0.6051948051948052,0
3,4,3,1000,12,13,0.8197402597402598,0
3,4,3,1500,13,13,0.8680519480519481,0
3,4,3,2000,14,15,0.8831168831168831,0
3,4,4,500,6,12,0.8488311688311688,0
3,4,4,1000,12,15,0.8872727272727273,0
3,4,4,1500,13,15,0.8903896103896104,0
3,4,4,2000,14,15,0.8955844155844156,0
4,4,0,500,8,12,0.6758441558441558,0
4,4,0,1000,12,13,0.8353246753246754,0
4,4,0,1500,13,14,0.8862337662337663,0
4,4,1,500,5,13,0.732987012987013,0
4,4,1,1000,9,15,0.8602597402597403,0
4,4,1,1500,13,15,0.8716883116883117,0
4,4,1,2000,14,15,0.8883116883116883,0
4,4,2,500,8,9,0.6306493506493507,0
4,4,2,1000,10,11,0.7251948051948052,0
4,4,2,1500,12,13,0.8618181818181818,0
4,4,2,2000,12,13,0.8737662337662337,0
4,4,2,2500,14,15,0.8971428571428571,0
4,4,3,500,8,11,0.6051948051948052,0
4,4,3,1000,12,14,0.7838961038961039,0
4,4,3,1500,14,15,0.8883116883116883,0
4,4,4,500,9,13,0.865974025974026,0
4,4,4,1000,13,15,0.8945454545454545,0
4,4,4,1500,14,15,0.8950649350649351,0
